transaction_id,account_id,transaction_date,transaction_type,amount,merchant,location,channel,is_fraud
8872,ACC00028,2025-05-08 22:06:00,Payment,196.73,Zomato,Pune,POS,0
8873,ACC00970,2025-09-22 00:49:00,Withdrawal,30.93,Zomato,Ahmedabad,Branch,0
8874,ACC00354,2025-02-26 20:40:00,Purchase,134.2,Local Store,Pune,Branch,0
8875,ACC00731,2025-12-25 13:07:00,Withdrawal,288.1,Travel Agency,Ahmedabad,Mobile,0
8876,ACC00385,2025-11-25 17:20:00,Deposit,129.92,BookMyShow,Pune,Branch,0
8877,ACC00439,2025-10-16 05:58:00,Payment,137.57,Walmart,Kolkata,Mobile,0
8878,ACC00164,2025-08-31 14:44:00,Transfer,53.28,Electronics Store,Chennai,Branch,0
8879,ACC00341,2025-05-29 10:29:00,Payment,319.43,Zomato,Chennai,Online,0
8880,ACC00685,2025-10-13 05:02:00,Purchase,94.78,Myntra,Bangalore,ATM,0
8881,ACC00524,2025-05-07 11:59:00,Withdrawal,20.98,Swiggy,Mumbai,POS,0
8882,ACC00692,2025-05-16 05:56:00,Purchase,125.05,Electronics Store,Pune,Mobile,0
8883,ACC00978,2025-06-10 05:04:00,Payment,483.55,Travel Agency,Hyderabad,ATM,0
8884,ACC00487,2025-03-10 12:50:00,Payment,123.11,Amazon,Bangalore,Branch,0
8885,ACC00049,2025-03-16 23:47:00,Purchase,1030.69,Zomato,Kolkata,Online,0
8886,ACC00050,2025-09-06 14:36:00,Purchase,278.37,Walmart,Mumbai,ATM,0
8887,ACC00861,2025-07-04 06:11:00,Withdrawal,254.36,Amazon,Chennai,POS,0
8888,ACC00627,2025-06-23 11:21:00,Purchase,159.43,Myntra,Delhi,Branch,0
8889,ACC00127,2025-01-27 12:12:00,Purchase,169.31,Zomato,Hyderabad,POS,0
8890,ACC00557,2025-01-28 13:24:00,Payment,139.29,Electronics Store,Chennai,Branch,0
8891,ACC00144,2025-11-22 19:50:00,Purchase,133.99,Flipkart,Hyderabad,Branch,0
8892,ACC00088,2025-03-09 12:20:00,Transfer,308.24,Myntra,Bangalore,Branch,0
8893,ACC00169,2025-11-29 02:50:00,Transfer,71.11,Walmart,Hyderabad,ATM,0
8894,ACC00461,2025-08-13 16:31:00,Purchase,61.81,DMart,Kolkata,ATM,0
8895,ACC00278,2025-06-27 01:26:00,Deposit,58.96,Local Store,Hyderabad,Online,0
8896,ACC00246,2025-12-09 06:32:00,Purchase,1402.0,Uber,Bangalore,Online,0
8897,ACC00969,2025-11-27 06:41:00,Withdrawal,308.07,BookMyShow,Kolkata,Branch,0
8898,ACC00212,2025-09-10 13:03:00,Withdrawal,245.79,Amazon,Ahmedabad,ATM,0
8899,ACC00482,2025-05-02 12:26:00,Deposit,62.96,Flipkart,Bangalore,ATM,0
8900,ACC00624,2025-11-26 14:27:00,Purchase,338.1,Zomato,Kolkata,Branch,0
8901,ACC00660,2025-08-09 00:02:00,Transfer,161.33,Electronics Store,Bangalore,Mobile,0
8902,ACC00594,2025-05-23 18:12:00,Transfer,224.57,Local Store,Mumbai,Mobile,0
8903,ACC00088,2025-07-06 19:02:00,Withdrawal,68.26,DMart,Ahmedabad,POS,0
8904,ACC00903,2025-03-19 13:41:00,Withdrawal,212.78,Uber,Hyderabad,Online,0
8905,ACC00457,2025-06-05 03:39:00,Transfer,118.65,Reliance,Kolkata,Mobile,0
8906,ACC00628,2025-01-20 13:24:00,Purchase,84.3,Swiggy,Pune,Online,0
8907,ACC00597,2025-11-27 02:45:00,Payment,377.7,DMart,Pune,ATM,0
8908,ACC00252,2025-04-12 07:24:00,Withdrawal,38.95,Travel Agency,Hyderabad,Mobile,0
8909,ACC00547,2025-01-16 08:42:00,Withdrawal,318.87,Electronics Store,Delhi,Online,0
8910,ACC00264,2025-05-23 08:52:00,Transfer,359.42,BookMyShow,Mumbai,POS,0
8911,ACC00997,2025-05-20 13:58:00,Purchase,75.22,Local Store,Delhi,Mobile,0
8912,ACC00565,2025-02-28 10:59:00,Deposit,79.81,BookMyShow,Hyderabad,ATM,0
8913,ACC00668,2025-01-10 20:31:00,Deposit,145.03,Myntra,Mumbai,Mobile,0
8914,ACC00907,2025-11-09 22:01:00,Payment,240.34,Walmart,Mumbai,ATM,0
8915,ACC00877,2025-02-01 12:01:00,Withdrawal,155.58,Walmart,Delhi,POS,0
8916,ACC00564,2025-10-27 22:28:00,Purchase,279.66,Amazon,Ahmedabad,Mobile,0
8917,ACC00500,2025-06-28 19:25:00,Transfer,1056.78,Travel Agency,Kolkata,ATM,0
8918,ACC00020,2025-04-04 03:43:00,Deposit,109.1,Travel Agency,Ahmedabad,Branch,0
8919,ACC00432,2025-06-05 20:28:00,Purchase,32.62,Local Store,Pune,Mobile,1
8920,ACC00414,2025-06-24 12:04:00,Withdrawal,414.02,BookMyShow,Pune,Mobile,0
8921,ACC00423,2025-10-25 11:04:00,Withdrawal,975.86,BookMyShow,Mumbai,Mobile,0
8922,ACC00886,2025-03-11 16:46:00,Purchase,268.48,Flipkart,Pune,Online,0
8923,ACC00835,2025-05-21 05:58:00,Withdrawal,61.08,Myntra,Chennai,POS,0
8924,ACC00601,2025-09-07 16:22:00,Purchase,160.15,Reliance,Pune,Online,0
8925,ACC00281,2025-10-04 00:41:00,Transfer,59.23,Swiggy,Pune,Mobile,0
8926,ACC00703,2025-10-09 01:52:00,Purchase,344.76,Walmart,Ahmedabad,Online,0
8927,ACC00458,2025-02-22 08:07:00,Purchase,46.93,Walmart,Mumbai,Online,0
8928,ACC01000,2025-06-27 16:32:00,Deposit,134.27,DMart,Mumbai,Mobile,0
8929,ACC00980,2025-07-20 20:40:00,Withdrawal,66.4,Flipkart,Bangalore,Branch,0
8930,ACC00705,2025-06-04 18:16:00,Payment,205.78,Reliance,Ahmedabad,ATM,0
8931,ACC00524,2025-03-23 19:21:00,Withdrawal,125.67,Reliance,Bangalore,ATM,0
8932,ACC00168,2025-03-10 05:59:00,Deposit,216.32,Flipkart,Mumbai,Online,0
8933,ACC00190,2025-04-26 02:05:00,Transfer,185.37,DMart,Ahmedabad,Mobile,0
8934,ACC00646,2025-01-05 08:55:00,Deposit,67.58,Flipkart,Bangalore,POS,0
8935,ACC00728,2025-03-31 00:24:00,Purchase,339.3,DMart,Bangalore,Mobile,0
8936,ACC00813,2025-06-08 07:48:00,Withdrawal,172.64,Uber,Chennai,POS,0
8937,ACC00079,2025-03-08 19:42:00,Deposit,67.46,Electronics Store,Ahmedabad,Online,0
8938,ACC00523,2025-05-19 06:04:00,Purchase,1704.33,DMart,Chennai,Branch,0
8939,ACC00270,2025-09-28 14:26:00,Transfer,291.91,Swiggy,Ahmedabad,Online,1
8940,ACC00007,2025-10-27 05:03:00,Purchase,155.51,Amazon,Ahmedabad,POS,0
8941,ACC00429,2025-11-23 19:47:00,Deposit,746.36,Travel Agency,Delhi,Online,0
8942,ACC00834,2025-05-20 01:05:00,Purchase,1143.46,Reliance,Delhi,Branch,0
8943,ACC00090,2025-08-01 17:50:00,Purchase,156.75,Walmart,Bangalore,Branch,0
8944,ACC00108,2025-10-22 14:56:00,Transfer,256.57,Myntra,Ahmedabad,ATM,0
8945,ACC00516,2025-10-12 19:01:00,Payment,67.49,Local Store,Hyderabad,Branch,0
8946,ACC00343,2025-08-06 11:56:00,Transfer,156.46,Amazon,Chennai,Online,0
8947,ACC00154,2025-08-11 21:56:00,Payment,148.55,Flipkart,Pune,ATM,0
8948,ACC00821,2025-08-23 14:20:00,Withdrawal,218.07,Zomato,Hyderabad,POS,0
8949,ACC00696,2025-02-17 22:40:00,Payment,252.84,Reliance,Mumbai,ATM,0
8950,ACC00530,2025-02-26 08:49:00,Withdrawal,317.29,DMart,Hyderabad,ATM,0
8951,ACC00952,2025-05-04 01:59:00,Purchase,229.9,DMart,Chennai,Mobile,0
8952,ACC00927,2025-10-25 08:26:00,Deposit,54.01,BookMyShow,Ahmedabad,POS,0
8953,ACC00418,2025-07-30 03:07:00,Deposit,70.92,Amazon,Ahmedabad,Mobile,0
8954,ACC00096,2025-01-11 18:10:00,Purchase,104.96,Myntra,Bangalore,Branch,0
8955,ACC00716,2025-08-12 12:20:00,Transfer,136.7,DMart,Mumbai,Branch,0
8956,ACC00976,2025-06-19 15:10:00,Deposit,518.41,Zomato,Bangalore,ATM,0
8957,ACC00236,2025-10-07 13:51:00,Transfer,56.66,BookMyShow,Ahmedabad,ATM,0
8958,ACC00695,2025-12-04 20:59:00,Withdrawal,126.8,Travel Agency,Delhi,Branch,0
8959,ACC00353,2025-10-29 22:01:00,Payment,470.13,DMart,Hyderabad,Online,0
8960,ACC00124,2025-03-22 03:44:00,Transfer,134.31,Amazon,Kolkata,ATM,0
8961,ACC00995,2025-11-06 03:11:00,Deposit,287.27,Electronics Store,Delhi,POS,0
8962,ACC00536,2025-08-10 03:13:00,Purchase,157.66,Swiggy,Kolkata,ATM,0
8963,ACC00931,2025-09-24 00:29:00,Payment,234.34,DMart,Kolkata,ATM,0
8964,ACC00060,2025-12-18 08:45:00,Transfer,144.25,Reliance,Bangalore,POS,0
8965,ACC00369,2025-11-08 12:14:00,Deposit,353.21,Swiggy,Hyderabad,Mobile,0
8966,ACC00283,2025-07-20 17:59:00,Purchase,38.67,BookMyShow,Pune,POS,0
8967,ACC00197,2025-12-14 01:00:00,Withdrawal,126.05,BookMyShow,Bangalore,Branch,0
8968,ACC00799,2025-12-16 11:30:00,Purchase,243.85,Uber,Mumbai,POS,0
8969,ACC00552,2025-12-30 00:46:00,Payment,309.11,Swiggy,Bangalore,Branch,0
8970,ACC00540,2025-04-05 13:04:00,Transfer,806.7,Zomato,Pune,Mobile,0
8971,ACC00855,2025-07-01 11:28:00,Transfer,122.61,Amazon,Mumbai,Online,0
8972,ACC00957,2025-03-11 13:55:00,Payment,795.91,Zomato,Ahmedabad,POS,0
8973,ACC00188,2025-08-31 10:28:00,Purchase,93.78,Walmart,Mumbai,Mobile,0
8974,ACC00359,2025-03-09 19:06:00,Payment,684.47,Travel Agency,Bangalore,Mobile,0
8975,ACC00508,2025-10-18 08:17:00,Payment,410.54,Flipkart,Kolkata,Mobile,0
8976,ACC00738,2025-06-20 17:41:00,Payment,72.71,DMart,Chennai,Branch,0
8977,ACC00456,2025-03-23 11:16:00,Transfer,246.42,Travel Agency,Bangalore,Online,0
8978,ACC00834,2025-03-18 08:01:00,Withdrawal,172.22,Reliance,Kolkata,Online,0
8979,ACC00927,2025-02-07 04:10:00,Deposit,338.86,DMart,Bangalore,Mobile,0
8980,ACC00994,2025-06-10 01:06:00,Purchase,145.0,DMart,Bangalore,Online,0
8981,ACC00317,2025-12-06 04:43:00,Deposit,133.32,DMart,Kolkata,ATM,0
8982,ACC00125,2025-08-15 15:52:00,Transfer,712.72,DMart,Mumbai,POS,0
8983,ACC00522,2025-04-14 04:18:00,Deposit,164.23,Flipkart,Mumbai,Mobile,1
8984,ACC00733,2025-08-07 22:53:00,Payment,414.23,Zomato,Delhi,ATM,0
8985,ACC00076,2025-08-01 18:55:00,Deposit,144.7,Electronics Store,Chennai,Online,0
8986,ACC00571,2025-08-20 14:26:00,Withdrawal,959.74,Zomato,Ahmedabad,POS,0
8987,ACC00399,2025-08-14 19:13:00,Purchase,91.99,Flipkart,Delhi,Branch,0
8988,ACC00753,2025-09-06 17:11:00,Purchase,98.09,Myntra,Delhi,POS,0
8989,ACC00029,2025-01-29 12:47:00,Deposit,832.57,Zomato,Pune,Mobile,0
8990,ACC00512,2025-05-07 09:23:00,Payment,116.17,Local Store,Bangalore,Branch,0
8991,ACC00526,2025-08-24 06:06:00,Purchase,898.81,Uber,Bangalore,ATM,0
8992,ACC00627,2025-04-03 10:35:00,Payment,442.23,Uber,Chennai,Branch,0
8993,ACC00976,2025-05-29 09:14:00,Purchase,155.3,Reliance,Delhi,Online,0
8994,ACC00764,2025-07-11 12:04:00,Withdrawal,29.57,Swiggy,Delhi,Branch,0
8995,ACC00678,2025-03-16 19:45:00,Purchase,177.8,Amazon,Pune,Mobile,0
8996,ACC00995,2025-05-30 12:43:00,Payment,200.66,Myntra,Kolkata,Mobile,0
8997,ACC00833,2025-09-28 01:48:00,Purchase,582.44,DMart,Ahmedabad,POS,0
8998,ACC00495,2025-02-22 15:59:00,Deposit,887.53,Reliance,Chennai,ATM,0
8999,ACC00956,2025-12-24 05:31:00,Payment,91.38,Uber,Mumbai,ATM,0
9000,ACC00167,2025-09-10 10:44:00,Purchase,403.91,Travel Agency,Bangalore,Branch,0
9001,ACC00872,2025-05-03 05:02:00,Transfer,389.71,Swiggy,Pune,ATM,0
9002,ACC00860,2025-03-29 06:24:00,Withdrawal,530.28,Local Store,Mumbai,POS,0
9003,ACC00755,2025-10-25 14:36:00,Deposit,298.48,Travel Agency,Mumbai,ATM,0
9004,ACC00027,2025-09-01 07:26:00,Payment,25.98,Myntra,Pune,ATM,0
9005,ACC00593,2025-08-14 18:27:00,Deposit,155.18,BookMyShow,Mumbai,Branch,0
9006,ACC00389,2025-09-08 03:48:00,Transfer,57.07,Travel Agency,Pune,ATM,0
9007,ACC00417,2025-12-06 22:23:00,Deposit,148.03,Amazon,Kolkata,Branch,0
9008,ACC00955,2025-03-24 03:51:00,Withdrawal,482.99,Local Store,Mumbai,Branch,0
9009,ACC00144,2025-02-13 11:07:00,Deposit,245.96,DMart,Kolkata,Branch,0
9010,ACC00773,2025-03-20 14:14:00,Purchase,571.4,Swiggy,Ahmedabad,Branch,0
9011,ACC00987,2025-10-18 19:09:00,Deposit,255.13,BookMyShow,Delhi,Mobile,0
9012,ACC00425,2025-02-17 14:32:00,Transfer,49.49,Zomato,Hyderabad,ATM,0
9013,ACC00948,2025-11-29 03:08:00,Purchase,14.57,Walmart,Mumbai,Branch,0
9014,ACC00525,2025-09-01 07:30:00,Purchase,210.36,Zomato,Chennai,ATM,0
9015,ACC00872,2025-09-15 14:30:00,Purchase,146.36,Travel Agency,Delhi,Mobile,0
9016,ACC00994,2025-09-10 17:51:00,Purchase,68.24,DMart,Hyderabad,Online,0
9017,ACC00221,2025-10-16 21:36:00,Purchase,33.09,Electronics Store,Ahmedabad,POS,0
9018,ACC00220,2025-08-03 16:26:00,Transfer,86.94,Uber,Mumbai,Online,0
9019,ACC00932,2025-03-10 22:51:00,Payment,149.23,DMart,Kolkata,ATM,0
9020,ACC00742,2025-03-11 16:45:00,Withdrawal,352.79,Uber,Ahmedabad,Branch,0
9021,ACC00934,2025-06-29 06:38:00,Deposit,218.9,Myntra,Bangalore,POS,0
9022,ACC00642,2025-11-18 14:14:00,Withdrawal,905.12,Walmart,Chennai,Branch,0
9023,ACC00426,2025-08-19 14:13:00,Purchase,64.35,Walmart,Chennai,ATM,0
9024,ACC00349,2025-12-04 04:31:00,Deposit,437.49,Zomato,Bangalore,Mobile,0
9025,ACC00948,2025-08-23 02:44:00,Payment,190.05,BookMyShow,Ahmedabad,Online,0
9026,ACC00493,2025-09-28 22:55:00,Transfer,363.1,Amazon,Pune,POS,0
9027,ACC00394,2025-05-09 03:14:00,Purchase,117.15,BookMyShow,Pune,ATM,0
9028,ACC00798,2025-01-23 23:09:00,Deposit,529.37,DMart,Delhi,Branch,0
9029,ACC00121,2025-04-14 23:22:00,Payment,243.53,Flipkart,Kolkata,ATM,0
9030,ACC00815,2025-09-24 00:25:00,Deposit,91.89,BookMyShow,Kolkata,ATM,0
9031,ACC00887,2025-10-31 23:23:00,Purchase,179.11,Swiggy,Pune,Online,0
9032,ACC00151,2025-08-09 05:14:00,Payment,142.66,Uber,Kolkata,Mobile,0
9033,ACC00860,2025-11-20 09:13:00,Withdrawal,295.65,Amazon,Pune,Online,0
9034,ACC00494,2025-10-14 08:57:00,Payment,55.71,Amazon,Chennai,Online,0
9035,ACC00705,2025-09-22 06:28:00,Transfer,176.03,Electronics Store,Chennai,POS,0
9036,ACC00495,2025-12-24 01:51:00,Withdrawal,269.16,Myntra,Kolkata,Online,0
9037,ACC00067,2025-01-23 23:21:00,Payment,187.36,Electronics Store,Kolkata,Mobile,1
9038,ACC00461,2025-06-06 03:23:00,Deposit,697.11,DMart,Ahmedabad,Branch,0
9039,ACC00135,2025-05-27 23:01:00,Deposit,393.08,Flipkart,Chennai,Branch,0
9040,ACC00874,2025-12-02 20:23:00,Purchase,179.92,Myntra,Hyderabad,Branch,0
9041,ACC00265,2025-06-06 18:24:00,Withdrawal,225.13,Flipkart,Delhi,POS,0
9042,ACC00817,2025-03-03 18:25:00,Transfer,243.63,Electronics Store,Chennai,Online,0
9043,ACC00879,2025-05-25 06:25:00,Transfer,271.32,Flipkart,Hyderabad,Mobile,0
9044,ACC00077,2025-12-31 13:03:00,Purchase,29.21,Walmart,Delhi,Online,0
9045,ACC00997,2025-06-19 22:27:00,Payment,134.08,BookMyShow,Delhi,POS,0
9046,ACC00310,2025-04-28 08:57:00,Purchase,41.08,Zomato,Mumbai,Branch,0
9047,ACC00755,2025-01-22 17:39:00,Payment,650.85,Flipkart,Pune,Mobile,0
9048,ACC00628,2025-03-19 21:52:00,Purchase,170.57,Local Store,Bangalore,ATM,0
9049,ACC00476,2025-07-05 15:17:00,Purchase,149.4,Electronics Store,Delhi,Online,0
9050,ACC00439,2025-09-06 00:43:00,Transfer,444.43,Myntra,Chennai,Mobile,0
9051,ACC00552,2025-07-18 18:18:00,Purchase,276.53,Zomato,Kolkata,Online,0
9052,ACC00054,2025-09-17 13:08:00,Deposit,58.64,Electronics Store,Hyderabad,Online,0
9053,ACC00650,2025-09-04 03:18:00,Withdrawal,168.86,DMart,Kolkata,Branch,0
9054,ACC00086,2025-11-01 02:46:00,Withdrawal,129.65,Uber,Delhi,ATM,0
9055,ACC00597,2025-06-21 07:21:00,Withdrawal,31.67,Flipkart,Chennai,Online,0
9056,ACC00435,2025-08-01 12:44:00,Withdrawal,90.9,Reliance,Pune,ATM,0
9057,ACC00402,2025-07-31 01:53:00,Deposit,150.88,Reliance,Delhi,ATM,0
9058,ACC00815,2025-06-05 02:04:00,Purchase,161.59,Amazon,Delhi,ATM,0
9059,ACC00035,2025-03-21 12:56:00,Purchase,41.17,Travel Agency,Hyderabad,Mobile,0
9060,ACC00155,2025-08-26 22:28:00,Purchase,573.45,Amazon,Mumbai,Mobile,0
9061,ACC00367,2025-03-11 16:34:00,Payment,163.68,Electronics Store,Chennai,Branch,0
9062,ACC00964,2025-09-19 00:51:00,Deposit,188.21,DMart,Chennai,ATM,0
9063,ACC00160,2025-07-14 00:21:00,Purchase,270.6,Zomato,Hyderabad,POS,0
9064,ACC00394,2025-05-22 03:55:00,Withdrawal,82.43,Travel Agency,Delhi,Branch,0
9065,ACC00109,2025-03-07 05:13:00,Purchase,286.1,Reliance,Chennai,Mobile,0
9066,ACC00969,2025-04-28 13:27:00,Deposit,125.58,DMart,Delhi,ATM,0
9067,ACC00275,2025-10-06 10:48:00,Deposit,73.95,Uber,Ahmedabad,POS,0
9068,ACC00958,2025-04-05 13:22:00,Payment,321.64,Uber,Kolkata,ATM,0
9069,ACC00537,2025-12-25 09:18:00,Withdrawal,805.67,Electronics Store,Kolkata,Online,0
9070,ACC00555,2025-02-15 22:05:00,Payment,374.21,Walmart,Pune,ATM,0
9071,ACC00253,2025-10-17 23:20:00,Payment,456.22,BookMyShow,Bangalore,ATM,0
9072,ACC00812,2025-02-22 00:57:00,Purchase,107.7,Zomato,Ahmedabad,Online,0
9073,ACC00872,2025-10-20 21:09:00,Purchase,36.69,DMart,Kolkata,Online,0
9074,ACC00630,2025-09-20 12:02:00,Purchase,804.43,Local Store,Ahmedabad,Branch,0
9075,ACC00948,2025-02-17 11:23:00,Transfer,1414.48,Electronics Store,Delhi,Branch,0
9076,ACC00701,2025-05-26 15:26:00,Transfer,847.94,Electronics Store,Mumbai,Branch,0
9077,ACC00346,2025-08-22 16:50:00,Transfer,129.57,DMart,Kolkata,POS,0
9078,ACC00617,2025-10-09 00:37:00,Transfer,57.13,Uber,Kolkata,POS,0
9079,ACC00874,2025-04-21 04:24:00,Payment,62.45,Electronics Store,Hyderabad,Online,0
9080,ACC00239,2025-02-19 11:54:00,Withdrawal,33.66,Travel Agency,Ahmedabad,ATM,0
9081,ACC00233,2025-01-01 05:17:00,Payment,162.82,BookMyShow,Ahmedabad,Branch,0
9082,ACC00764,2025-08-04 17:41:00,Deposit,902.96,BookMyShow,Kolkata,Branch,0
9083,ACC00092,2025-01-29 16:03:00,Deposit,157.33,Myntra,Kolkata,ATM,0
9084,ACC00919,2025-10-16 19:46:00,Payment,245.26,Walmart,Delhi,Branch,0
9085,ACC00540,2025-06-23 11:07:00,Transfer,717.37,Swiggy,Kolkata,Branch,0
9086,ACC00290,2025-10-21 02:28:00,Purchase,121.01,Swiggy,Kolkata,ATM,0
9087,ACC00974,2025-06-25 15:40:00,Purchase,1387.88,Local Store,Bangalore,Mobile,0
9088,ACC00956,2025-11-28 09:53:00,Deposit,1328.88,Local Store,Bangalore,Mobile,0
9089,ACC00503,2025-07-11 01:27:00,Withdrawal,159.0,Swiggy,Hyderabad,Branch,0
9090,ACC00881,2025-12-19 05:32:00,Payment,101.74,DMart,Pune,Online,0
9091,ACC00938,2025-04-30 08:43:00,Purchase,364.03,Walmart,Hyderabad,ATM,0
9092,ACC00276,2025-02-21 20:25:00,Transfer,128.06,Zomato,Pune,ATM,0
9093,ACC00233,2025-01-14 11:18:00,Purchase,57.02,Uber,Pune,Branch,0
9094,ACC00524,2025-03-14 12:54:00,Deposit,652.78,Walmart,Ahmedabad,Online,0
9095,ACC00781,2025-05-07 19:15:00,Purchase,611.83,Local Store,Delhi,ATM,0
9096,ACC00883,2025-02-07 02:30:00,Payment,211.77,Uber,Hyderabad,ATM,0
9097,ACC00440,2025-09-09 07:07:00,Payment,51.27,Travel Agency,Delhi,Mobile,0
9098,ACC00351,2025-03-09 03:49:00,Deposit,53.01,Electronics Store,Pune,Online,0
9099,ACC00244,2025-08-03 00:36:00,Deposit,201.79,Myntra,Kolkata,Branch,0
9100,ACC00632,2025-11-14 11:23:00,Purchase,109.96,Amazon,Mumbai,Online,0
9101,ACC00646,2025-10-19 17:27:00,Deposit,128.88,Swiggy,Pune,POS,0
9102,ACC00303,2025-02-21 04:14:00,Purchase,503.69,BookMyShow,Hyderabad,Branch,0
9103,ACC00309,2025-06-10 07:29:00,Payment,377.35,Zomato,Pune,ATM,0
9104,ACC00140,2025-07-07 13:13:00,Deposit,719.2,BookMyShow,Mumbai,Mobile,1
9105,ACC00204,2025-02-26 04:04:00,Deposit,67.31,Zomato,Chennai,ATM,0
9106,ACC00197,2025-10-05 02:19:00,Transfer,128.61,Swiggy,Kolkata,Mobile,0
9107,ACC00732,2025-05-20 03:21:00,Transfer,387.22,Walmart,Chennai,Branch,0
9108,ACC00379,2025-10-18 04:55:00,Withdrawal,283.75,DMart,Mumbai,Branch,0
9109,ACC00646,2025-01-05 15:19:00,Transfer,839.14,Zomato,Mumbai,ATM,0
9110,ACC00395,2025-03-25 19:52:00,Payment,276.04,Walmart,Bangalore,POS,0
9111,ACC00908,2025-05-27 10:12:00,Deposit,1150.68,Travel Agency,Delhi,ATM,0
9112,ACC00128,2025-11-18 13:27:00,Purchase,311.07,Electronics Store,Kolkata,Mobile,0
9113,ACC00825,2025-01-15 23:37:00,Deposit,524.35,Electronics Store,Bangalore,POS,0
9114,ACC00752,2025-08-18 01:04:00,Payment,131.17,Uber,Mumbai,Online,0
9115,ACC00546,2025-05-16 20:50:00,Payment,183.88,Travel Agency,Chennai,Mobile,0
9116,ACC00062,2025-06-12 08:43:00,Withdrawal,450.76,Walmart,Delhi,ATM,0
9117,ACC00846,2025-08-02 09:37:00,Withdrawal,909.58,Myntra,Delhi,Online,0
9118,ACC00650,2025-06-07 21:40:00,Transfer,375.87,Reliance,Bangalore,ATM,0
9119,ACC00214,2025-06-05 15:27:00,Transfer,166.81,Walmart,Hyderabad,POS,0
9120,ACC00193,2025-03-19 10:12:00,Payment,718.62,Travel Agency,Chennai,Branch,0
9121,ACC00656,2025-07-30 14:04:00,Payment,20.25,Swiggy,Chennai,Mobile,0
9122,ACC00125,2025-05-27 11:58:00,Transfer,43.72,BookMyShow,Delhi,Branch,0
9123,ACC00352,2025-04-28 16:23:00,Transfer,358.39,DMart,Hyderabad,Mobile,0
9124,ACC00752,2025-11-22 16:36:00,Purchase,183.85,Myntra,Chennai,Online,0
9125,ACC00956,2025-05-10 08:47:00,Deposit,332.13,Travel Agency,Hyderabad,POS,0
9126,ACC00569,2025-06-21 06:45:00,Deposit,193.33,Travel Agency,Mumbai,ATM,0
9127,ACC00858,2025-02-05 07:56:00,Purchase,320.84,Walmart,Bangalore,POS,0
9128,ACC00942,2025-02-11 05:06:00,Payment,80.29,BookMyShow,Ahmedabad,ATM,0
9129,ACC00969,2025-02-16 18:29:00,Withdrawal,320.69,Walmart,Kolkata,ATM,0
9130,ACC00679,2025-11-04 16:40:00,Withdrawal,490.0,Walmart,Mumbai,Online,0
9131,ACC00955,2025-03-14 20:32:00,Purchase,614.34,Myntra,Kolkata,ATM,0
9132,ACC00874,2025-11-09 17:35:00,Deposit,1357.71,Amazon,Mumbai,Branch,0
9133,ACC00536,2025-05-30 01:17:00,Withdrawal,231.39,Amazon,Kolkata,POS,0
9134,ACC00390,2025-07-29 13:21:00,Deposit,238.39,Swiggy,Hyderabad,ATM,0
9135,ACC00975,2025-07-13 04:09:00,Withdrawal,39.52,BookMyShow,Bangalore,Online,0
9136,ACC00440,2025-10-21 11:17:00,Deposit,106.55,Uber,Pune,Mobile,0
9137,ACC00924,2025-10-16 04:00:00,Transfer,149.44,Amazon,Hyderabad,Mobile,0
9138,ACC00218,2025-03-18 11:29:00,Deposit,518.18,Walmart,Pune,ATM,0
9139,ACC00635,2025-12-16 01:55:00,Payment,98.4,BookMyShow,Delhi,Branch,0
9140,ACC00374,2025-04-06 06:59:00,Withdrawal,401.95,BookMyShow,Pune,ATM,0
9141,ACC00914,2025-03-10 10:50:00,Purchase,180.98,Flipkart,Kolkata,Branch,0
9142,ACC00039,2025-01-07 17:18:00,Purchase,151.84,Reliance,Hyderabad,Branch,0
9143,ACC00134,2025-03-16 15:08:00,Transfer,232.5,DMart,Hyderabad,POS,0
9144,ACC00904,2025-02-02 15:32:00,Transfer,122.59,Reliance,Ahmedabad,POS,0
9145,ACC00953,2025-09-05 06:17:00,Purchase,118.03,Reliance,Bangalore,Mobile,0
9146,ACC00491,2025-12-22 12:28:00,Payment,32.96,Myntra,Bangalore,ATM,0
9147,ACC00838,2025-04-08 14:36:00,Payment,141.46,Reliance,Delhi,Branch,0
9148,ACC00208,2025-07-29 14:56:00,Purchase,112.17,Local Store,Chennai,POS,0
9149,ACC00379,2025-01-17 02:11:00,Withdrawal,108.2,Reliance,Ahmedabad,Mobile,0
9150,ACC00179,2025-04-11 20:39:00,Transfer,275.03,Amazon,Ahmedabad,POS,0
9151,ACC00226,2025-06-06 01:27:00,Withdrawal,350.24,DMart,Delhi,Branch,0
9152,ACC00238,2025-07-22 09:19:00,Purchase,228.65,Travel Agency,Ahmedabad,Mobile,0
9153,ACC00955,2025-11-21 09:21:00,Deposit,490.5,Flipkart,Chennai,POS,0
9154,ACC00233,2025-07-14 16:48:00,Purchase,322.33,DMart,Kolkata,POS,0
9155,ACC00171,2025-01-11 14:38:00,Payment,134.96,Electronics Store,Chennai,Mobile,0
9156,ACC00889,2025-02-03 15:53:00,Transfer,114.11,Uber,Delhi,Mobile,0
9157,ACC00236,2025-11-04 02:40:00,Withdrawal,247.85,Walmart,Hyderabad,Mobile,0
9158,ACC00029,2025-01-15 06:03:00,Deposit,321.75,Swiggy,Ahmedabad,POS,0
9159,ACC00488,2025-07-29 01:42:00,Withdrawal,733.51,Amazon,Ahmedabad,Branch,0
